313,18
60,19
306,20
92,22
111,24
395,24
351,15
199,17
81,19
10,24
268,16
122,24
238,23
27,13
17,13
60,20
70,13
1,19
131,13
87,17
34,21
6,24
295,15
2,15
116,14
187,15
180,13
64,24
102,24
279,15
83,24
155,21
320,13
129,13
35,20
25,13
18,13
190,24
186,21
106,13
301,17
178,13
341,18
18,15
304,20
184,23
76,18
197,21
323,24
219,18
304,15
57,15
190,13
87,18
345,13
360,13
327,24
235,15
167,21
362,13
36,20
197,13
358,23
286,24
12,24
316,24
259,20
394,24
289,24
131,15
259,22
336,15
92,19
153,16
350,17
400,20
130,15
312,18
98,15
56,14
96,24
101,24
178,23
244,24
317,24
353,18
301,24
356,13
212,24
90,14
143,16
363,13
248,24
14,15
196,16
349,13
367,23
338,14
57,17
2,22
143,19
313,13
76,21
48,13
366,13
33,16
152,13
160,18
270,20
313,16
149,13
166,18
325,24
83,16
240,24
381,20
107,16
21,21
318,23
286,20
305,13
184,21
115,23
212,18
49,24
214,21
170,21
191,24
316,14
396,19
178,24
275,23
271,17
358,18
76,20
197,24
153,21
103,23
112,13
217,13
164,23
268,13
132,13
137,24
80,13
265,24
205,20
29,24
288,24
268,24
198,16
383,24
229,21
341,24
19,19
192,13
279,22
330,16
391,21
108,24
155,13
239,17
323,20
172,20
287,16
142,24
348,17
352,24
381,17
390,17
361,13
302,22
329,22
161,13
295,23
312,16
166,20
351,16
278,21
10,16
88,13
288,18
30,13
346,17
155,17
130,18
98,14
240,13
7,24
185,15
386,24
148,13
129,24
210,17
259,19
81,17
323,23
55,14
166,14
328,21
31,21
162,13
259,17
217,20
92,20
234,23
200,20
244,21
199,20
406,14
294,23
27,18
106,23
242,13
278,18
3,23
312,17
368,14
194,16
158,14
277,21
142,21
343,13
117,17
119,23
30,24
29,21
292,15
166,15
396,20
361,23
243,13
313,24
17,23
102,19
391,13
275,14
93,22
237,17
139,24
179,17
110,24
386,22
116,22
330,14
122,13
309,24
132,24
51,21
264,13
344,16
116,17
172,19
98,16
216,21
272,24
46,17
13,22
125,13
133,13
91,23
288,15
132,18
405,17
200,24
245,24
10,20
117,16
216,13
22,22
300,24
46,19
93,15
312,22
288,13
159,23
207,17
65,19
278,17
389,13
159,14
123,13
47,24
28,13
335,19
328,20
8,13
16,15
369,19
287,20
94,23
404,13
178,20
42,14
93,17
347,21
127,22
318,13
259,14
185,14
159,15
98,19
82,24
245,13
69,24
178,16
150,16
154,13
355,24
73,13
178,15
116,21
392,13
324,13
96,13
311,23
193,24
111,13
98,13
209,19
326,14
48,24
250,23
270,16
107,18
141,24
82,16
55,23
335,15
228,15
184,22
108,20
203,20
125,22
221,20
43,23
126,24
84,24
246,13
60,16
391,23
13,18
405,18
20,21
241,13
111,17
214,24
302,15
312,15
171,24
342,13
329,13
37,20
222,21
293,18
174,24
159,17
202,17
201,13
267,21
126,20
189,14
370,19
186,20
269,24
31,13
204,13
347,13
65,24
133,18
394,14
327,13
12,13
192,19
290,20
101,20
280,14
51,16
265,18
283,13
179,19
11,22
47,16
267,16
337,14
130,13
3,14
93,13
306,13
221,22
125,18
330,21
49,21
310,24
296,16
130,21
266,21
286,17
15,18
237,22
231,13
358,20
131,18
239,19
396,24
399,13
71,13
128,20
115,13
207,14
265,17
299,19
245,17
26,13
297,14
208,17
372,22
271,18
296,17
30,16
307,13
61,13
295,18
391,24
53,13
341,20
381,23
216,19
167,24
229,18
15,13
36,17
180,24
274,23
204,20
40,20
236,16
368,19
12,20
16,24
95,23
359,16
372,19
391,20
286,18
40,23
210,13
265,20
205,21
70,16
243,16
83,21
30,21
207,20
353,17
292,13
118,22
259,24
159,21
212,16
259,23
58,23
89,13
20,20
302,18
9,20
165,23
1,20
295,13
234,13
43,14
58,21
75,21
246,21
313,23
93,21
381,21
393,24
261,13
360,20
206,16
32,24
242,24
29,13
57,18
79,24
368,16
368,15
325,14
278,19
111,18
196,24
213,13
207,22
213,16
322,13
151,24
387,17
159,24
174,19
269,13
40,21
111,16
195,21
233,13
143,15
405,23
205,15
215,24
234,22
138,21
95,13
296,22
335,18
405,19
53,24
4,14
136,20
235,16
265,13
398,13
4,23
149,20
109,20
69,20
39,13
219,20
104,13
184,18
353,13
134,23
298,24
282,24
160,24
205,14
57,19
328,24
395,13
33,13
306,24
7,13
11,15
201,20
14,18
237,14
92,17
305,22
17,18
202,24
86,13
178,21
332,21
294,15
143,20
36,24
392,24
291,15
51,13
368,22
65,14
137,21
323,18
401,13
302,20
114,13
250,14
234,19
65,16
21,19
248,13
298,19
88,24
358,17
156,17
373,20
301,22
353,20
37,13
303,18
166,16
150,21
266,16
28,17
328,17
386,23
343,21
41,16
86,16
102,15
22,15
274,13
32,13
348,13
14,21
285,18
153,24
11,13
199,24
313,21
116,13
153,13
358,24
5,13
169,24
209,23
125,24
400,17
13,20
70,15
160,16
287,18
132,15
381,22
318,18
121,24
184,20
391,18
45,13
301,16
57,20
172,24
305,24
243,20
164,13
143,24
357,13
361,17
293,13
112,24
147,13
193,13
367,17
126,18
391,19
313,22
287,13
288,22
35,17
210,24
271,19
84,16
149,24
60,13
296,15
16,18
76,15
150,24
220,20
297,22
221,15
144,15
12,18
166,23
124,24
273,13
12,15
202,13
386,19
215,17
93,14
209,13
14,24
5,24
176,23
137,23
67,24
291,13
40,24
359,15
391,22
76,17
192,24
24,23
232,24
265,21
344,13
333,21
111,19
340,13
358,21
116,15
179,18
303,13
21,20
70,19
45,24
160,19
75,19
234,17
77,14
351,17
251,15
75,15
150,13
335,17
341,13
169,21
50,21
82,13
93,19
330,15
75,16
218,13
196,21
92,18
154,21
52,20
300,13
315,14
58,22
34,20
134,15
127,20
70,14
385,24
27,24
151,21
400,13
289,15
285,13
28,20
341,17
243,24
189,23
277,16
13,15
344,21
93,20
347,22
252,16
118,15
406,13
46,24
293,24
72,13
76,16
211,13
259,15
289,18
212,13
367,18
299,22
400,22
286,13
221,17
35,13
359,13
78,23
145,14
298,22
406,16
116,20
229,22
335,24
367,24
309,14
151,13
149,17
85,16
341,19
307,24
70,17
313,17
51,24
75,20
8,21
117,18
241,17
205,23
31,16
9,24
384,24
250,20
400,19
173,19
237,20
159,22
156,13
345,16
195,13
128,22
328,19
181,13
381,16
242,18
312,21
218,20
134,18
203,24
249,20
321,13
329,21
1,17
393,14
102,16
187,22
191,13
239,23
277,18
81,24
41,21
11,20
179,24
178,14
38,13
116,16
318,24
216,24
160,15
399,16
58,24
129,18
138,24
111,14
299,13
28,24
21,18
304,24
342,24
235,13
312,20
137,22
179,13
249,24
220,23
81,20
129,15
219,14
128,18
57,22
75,14
291,18
40,15
92,15
12,22
206,15
406,15
47,21
278,20
259,16
335,16
183,24
297,20
208,13
284,13
352,23
107,19
75,18
52,24
305,15
284,24
353,24
236,21
311,13
373,21
230,13
192,18
301,20
289,22
184,17
134,13
306,16
152,16
33,24
61,24
42,23
306,22
86,21
360,15
320,17
388,13
168,24
52,17
276,15
405,21
124,21
386,21
205,16
193,20
236,15
323,19
179,22
74,22
369,22
397,16
49,13
18,14
154,24
29,16
238,13
349,17
215,13
26,24
9,22
292,24
116,19
40,16
93,16
345,24
361,18
98,18
176,19
168,21
290,22
308,24
120,23
290,15
50,24
267,13
312,19
13,24
231,24
136,22
211,24
262,13
360,19
149,18
98,24
166,13
398,15
194,24
159,16
219,24
60,18
155,22
364,13
399,15
65,13
247,24
21,16
65,15
323,22
80,24
205,22
41,19
260,13
160,17
303,22
73,22
200,17
107,24
319,13
323,13
52,18
328,22
70,18
382,15
60,14
203,13
33,21
38,24
353,19
269,16
94,13
390,13
151,16
37,24
34,17
48,16
181,24
273,24
277,17
179,21
294,13
315,24
229,19
265,19
280,23
85,21
388,17
398,14
287,22
59,21
342,21
117,21
124,13
117,19
381,18
403,13
152,24
39,17
204,17
127,24
328,18
119,14
123,24
11,18
92,21
24,14
235,14
206,21
102,14
128,15
9,18
13,13
318,21
99,24
347,23
313,20
117,20
186,17
234,20
306,17
188,23
367,13
113,13
197,16
205,13
222,16
288,20
38,20
20,22
307,21
251,17
291,24
346,24
229,24
129,22
350,14
354,13
305,20
124,18
215,16
373,22
105,13
157,13
347,17
76,22
48,21
10,18
186,16
358,22
59,24
41,22
328,13
382,24
385,13
92,16
50,16
52,19
149,19
166,19
318,20
228,24
386,20
162,24
135,22
297,18
383,14
244,16
259,18
251,22
321,17
143,17
277,19
405,13
163,24
78,14
199,16
102,13
291,21
259,13
330,13
208,23
41,18
110,20
37,17
361,24
23,23
229,13
277,20
158,17
127,13
400,23
359,14
247,20
52,13
353,22
259,21
214,16
347,24
19,22
266,13
238,17
102,18
272,13
160,21
41,17
87,13
125,20
57,16
131,24
305,18
289,20
300,22
9,17
271,24
85,24
386,13
198,21
1,18
97,24
17,15
233,24
313,19
44,24
76,19
346,21
87,20
205,24
15,15
195,24
160,13
23,14
63,23
107,15
31,24
298,13
194,21
204,24
65,18
105,22
398,16
234,21
217,24
304,22
70,24
381,24
66,24
89,24
290,18
297,21
171,21
216,20
193,17
293,15
8,24
269,21
318,22
352,13
245,16
49,16
34,13
99,20
184,19
200,13
155,24
303,20
308,14
285,21
136,21
304,18
229,17
344,24
194,13
184,13
339,13
68,24
353,21
183,13
329,24
377,24
120,14
295,14
79,13
292,18
270,24
127,15
397,13
39,24
351,14
303,24
294,18
396,21
215,21
103,13
71,24
289,13
281,23
360,22
360,21
334,21
356,24
198,24
304,13
355,13
402,13
14,13
265,16
65,17
213,20
199,21
329,23
290,24
109,24
184,24
242,16
35,24
206,22
84,21
60,15
352,16
18,18
113,24
102,17
343,16
368,13
220,14
104,22
371,22
72,23
234,24
57,21
62,23
10,13
346,13
234,18
322,17
126,22
195,16
182,24
318,19
400,18
27,19
380,24
40,17
249,14
87,24
230,24
376,24
60,17
129,20
358,13
375,24
360,16
396,22
177,19
313,14
281,14
400,21
9,13
267,24
358,19
100,20
50,13
175,24
107,14
34,16
365,13
300,20
345,21
329,16
86,24
15,24
228,14
160,20
47,13
39,20
128,13
214,13
10,22
303,15
198,13
135,19
240,17
188,14
139,21
386,18
360,14
396,17
232,13
68,20
34,24
396,18
343,24
296,19
40,22
370,22
64,13
178,19
107,17
161,24
203,17
143,18
209,17
125,17
331,21
266,24
67,20
177,22
91,14
21,17
196,13
201,17
241,24
317,13
36,13
130,24
285,24
44,13
1,16
373,19
54,13
133,15
163,13
126,13
286,22
354,24
87,19
342,16
323,21
379,24
146,14
271,13
229,20
8,18
179,20
334,24
247,13
40,14
160,14
182,13
352,15
75,17
121,13
396,13
46,20
60,24
384,14
239,13
246,20
245,21
387,13
77,23
18,23
186,18
84,13
352,14
249,18
328,23
371,19
155,23
185,16
251,20
166,17
16,13
54,24
236,22
185,13
396,23
140,24
73,23
186,19
252,21
63,13
332,24
312,13
399,14
201,24
154,17
243,21
32,16
381,19
319,17
133,23
326,24
301,13
405,22
228,13
211,17
298,23
25,24
389,17
126,16
90,23
81,18
46,18
405,24
128,24
236,17
38,17
170,24
314,24
56,23
324,24
299,24
62,13
276,22
199,13
405,20
127,18
114,23
98,17
152,21
205,17
175,19
302,13
206,17
314,15
333,24
330,24
157,17
75,13
134,14
287,24
335,20
218,24
6,13
81,13
173,24
32,21
100,24
228,23
302,24
141,21
46,13
213,24
202,20
244,13
116,18
400,24
310,13
66,20
378,24
74,13
263,13
246,19
85,13
41,15
140,21
93,18
357,24
290,13
270,13
82,21
1,21
331,24
165,13
248,20
213,21
268,21
41,20
97,13
282,13
11,24
111,15
278,16
83,13
107,13
283,24
246,24
228,16
40,13
